1,Tom Hanks
1,Robin Wright Penn
1,Gary Sinise
1,Mykelti Williamson
1,Sally Field
1,Rebecca Williams
1,Michael Conner Humphreys
1,Harold G. Herthum
1,Haley Joel Osment
1,George Kelly
1,Bob Penny
1,John Randall
1,Sam Anderson
1,Margo Moorer
1,Ione M. Telech
1,Christine Seabrook
2,Leonardo DiCaprio
2,Kate Winslet
2,Billy Zane
2,Kathy Bates
2,Frances Fisher
2,Bernard Hill
2,Jonathan Hyde
2,Danny Nucci
2,David Warner
2,Bill Paxton
2,Gloria Stuart
2,Victor Garber
2,Suzy Amis
3,Marlon Brando
3,Al Pacino
3,James Caan
3,Robert Duvall
3,Diane Keaton
3,John Cazale
3,Talia Shire
3,Richard Castellano
3,Sterling Hayden
3,Gianni Russo
3,Rudy Bond
3,John Marley
3,Richard Conte
3,Al Lettieri
3,Abe Vigoda
3,Franco Citti
4,Russell Crowe
4,Joaquin Phoenix
4,Connie Nielsen
4,Oliver Reed
4,Richard Harris
4,Derek Jacobi
4,Djimon Hounsou
4,David Schofield
4,John Shrapnel
4,Tomas Arana
4,Ralf Moeller
4,Spencer Treat Clark
4,David Hemmings
4,Tommy Flanagan
4,Sven-Ole Thorsen
4,Tony Curran
5,Elijah Wood
5,Viggo Mortensen
5,Ian McKellen
5,Sean Astin
5,Andy Serkis
5,John Rhys-Davies
5,Orlando Bloom
5,John Noble
5,Miranda Otto
5,David Wenham
5,Bernard Hill
5,Billy Boyd
5,Dominic Monaghan
5,Liv Tyler
5,Karl Urban
5,Ian Holm
5,Hugo Weaving
5,Cate Blanchett
5,Lawrence Makoare
6,Christian Bale
6,Heath Ledger
6,Aaron Eckhart
6,Michael Caine
6,Gary Oldman
6,Maggie Gyllenhaal
6,Morgan Freeman
6,Eric Roberts
6,Cillian Murphy
6,Anthony Michael Hall
6,Michael Jai White
6,William Fichtner
6,Edison Chen
6,Monique Curnen
6,Chin Han
6,Nestor Carbonell
6,Ritchie Coster
6,Keith Szarabajka
6,Colin McFarlane
6,Melinda McGraw
6,Nathan Gamble
6,Michael Vieau
7,Tim Robbins
7,Morgan Freeman
7,Bob Gunton
7,James Whitmore
7,Gil Bellows
7,William Sadler
7,Mark Rolston
7,Clancy Brown
8,Johnny Depp
8,Geoffrey Rush
8,Orlando Bloom
8,Keira Knightley
8,Jonathan Pryce
8,Jack Davenport
8,Mackenzie Crook
8,Zoe Saldana
8,Kevin R. McNally
9,Mel Gibson
9,Sophie Marceau
9,Patrick McGoohan
9,Catherine McCormack
9,James Cosmo
9,Brendan Gleeson
9,Brian Cox
9,Peter Mullan
9,Gerard McSorley
9,Angus MacFadyen
10,Liam Neeson
10,Ben Kingsley
10,Ralph Fiennes
10,Caroline Goodall
10,Jonathan Sagall
10,Embeth Davidtz
11,Animada
12,Johnny Depp
12,Winona Ryder
12,Dianne Wiest
12,Anthony Michael Hall
12,Alan Arkin
12,Kathy Baker
12,Vincent Price
12,Caroline Aaron
12,Robert Oliveri
13,Elijah Wood
13,Ian McKellen
13,Viggo Mortensen
13,Sean Astin
13,Sean Bean
13,Cate Blanchett
13,Hugo Weaving
13,Liv Tyler
13,Ian Holm
13,Christopher Lee
13,John Rhys-Davies
13,Orlando Bloom
13,Dominic Monaghan
13,Billy Boyd
13,Lawrence Makoare
13,Craig Parker
13,Marton Csokas
13,Andy Serkis
14,Tom Hanks
14,Tom Sizemore
14,Edward Burns
14,Barry Pepper
14,Adam Goldberg
14,Vin Diesel
14,Giovanni Ribisi
14,Jeremy Davies
14,Matt Damon
14,Ted Danson
14,Paul Giamatti
14,Dennis Farina
14,Joerg Stadler
14,Max Martini
14,Dylan Bruno
14,Bryan Cranston
15,Michael J. Fox
15,Christopher Lloyd
15,Lea Thompson
15,Crispin Glover
15,Claudia Wells
15,Thomas F. Wilson
15,Billy Zane
15,Sachi Parker
16,Animada
17,Animada
18,Elijah Wood
18,Viggo Mortensen
18,Ian McKellen
18,Sean Astin
18,Andy Serkis
18,John Rhys-Davies
18,Orlando Bloom
18,Bernard Hill
18,Miranda Otto
18,David Wenham
18,Dominic Monaghan
18,Billy Boyd
18,Christopher Lee
18,Liv Tyler
18,Karl Urban
18,Brad Dourif
18,Hugo Weaving
18,Cate Blanchett
18,Craig Parker
19,Daniel Radcliffe
19,Rupert Grint
19,Emma Watson
19,Michael Gambon
19,Gary Oldman
19,Timothy Spall
19,Tom Felton
19,David Thewlis
19,Dawn French
19,Emma Thompson
19,Julie Christie
19,Robbie Coltrane
19,Peter Best
19,Julie Walters
19,Maggie Smith
19,Alan Rickman
19,Richard Griffiths
19,Fiona Shaw
19,Bonnie Wright
19,Mark Williams
19,Chris Rankin
19,David Bradley
19,Oliver Phelps
19,James Phelps
19,Matthew Lewis
19,Devon Murray
19,Jamie Waylett
19,Josh Herdman
19,Alfie Enoch
19,Miriam Margolyes
19,Gemma Jones
19,Harry Melling
19,Robert Hardy
19,Warwick Davis
19,Edward Randell
19,Pam Ferris
19,Emily Da le
19,Danielle Tabor
19,Jimmy Gardner
19,Lenny Henry
19,Lee Ingleby
19,Adrian Rawlins
19,Geraldine Somerville
20,Edward Norton
20,Edward Furlong
20,Fairuza Balk
20,Stacy Keach
20,Elliott Gould
20,Avery Brooks
20,Beverly D'Angelo
20,Jennifer Lien
20,Guy Torry
20,Ethan Suplee
20,Keram Malicki-Sanchez
21,Gerard Butler
21,Lena Headey
21,David Wenham
21,Dominic West
21,Vincent Regan
21,Rodrigo Santoro
21,Michael Fassbender
21,Andrew Tieman
21,Andrew Pleavin
21,Tom Wisdom
21,Tim Conolly
21,Tyler Max Neitzel
21,Mercedes Leggett
21,Peter Mensah
22,Bruce Willis
22,Toni Collette
22,Haley Joel Osment
22,Olivia Williams
22,Trevor Morgan
22,Donnie Wahlberg
22,Peter Tambakis
22,Jeffrey Zubernis
22,Bruce Norris
22,KaDee Strickland
23,John Travolta
23,Samuel L. Jackson
23,Uma Thurman
23,Bruce Willis
23,Harvey Keitel
23,Eric Stoltz
23,Tim Roth
23,Maria de Medeiros
23,Amanda Plummer
23,Ving Rhames
23,Rosanna Arquette
23,Christopher Walken
23,Quentin Tarantino
23,Peter Greene
23,Phil LaMarr
24,Natalie Portman
24,Hugo Weaving
24,Stephen Rea
24,John Hurt
24,Stephen Fry
24,Rupert Graves
24,Tim Pigott-Smith
24,Roger Allam
24,Ben Miles
24,Sinead Cusack
24,Natasha Wightman
24,Eddie Marsan
24,Billie Cook
25,Jodie Foster
25,Anthony Hopkins
25,Scott Glenn
25,Ted Levine
25,Anthony Heald
25,Diane Baker
25,Brooke Smith
25,Tracey Walter
25,Kasi Lemmons
25,Chris Isaak
25,Roger Corman
25,Frankie Faison
25,Paul Lazar
26,Sylvester Stallone
26,Talia Shire
26,Burt Young
26,Carl Weathers
26,Burgess Meredith
26,Thayer David
26,Joe Spinell
27,Brad Pitt
27,Edward Norton
27,Helena Bonham Carter
27,Meat Loaf
27,Jared Leto
27,Van Quattro
27,Markus Redmond
27,Michael Girardin
27,Rachel Singer
27,Eion Bailey
28,Henry Thomas
28,Dee Wallace
28,Robert MacNaughton
28,Drew Barrymore
28,Peter Coyote
28,C. Thomas Howell
28,K.C. Martel
28,Sean Frye
28,Erika Eleniak
29,Sam Neill
29,Laura Dern
29,Jeff Goldblum
29,Richard Attenborough
29,Ariana Richards
29,Joseph Mazzello
29,Wayne Knight
29,Samuel L. Jackson
29,Bob Peck
29,Martin Ferrero
29,B.D. Wong
30,Keanu Reeves
30,Laurence Fishburne
30,Carrie-Anne Moss
30,Hugo Weaving
30,Joe Pantoliano
30,Marcus Chong
30,Paul Goddard
30,Gloria Foster
31,Tom Hanks
31,Michael Clarke Duncan
31,David Morse
31,Michael Jeter
31,Doug Hutchison
31,Sam Rockwell
31,Barry Pepper
31,Jeffrey DeMunn
31,Bonnie Hunt
31,James Cromwell
31,Graham Greene
31,Gary Sinise
31,Harry Dean Stanton
31,Patricia Clarkson
31,William Sadler
31,Paula Malcomson
32,Animada
33,John Travolta
33,Olivia Newton-John
33,Stockard Channing
33,Jeff Conaway
33,Didi Conn
33,Lorenzo Lamas
33,Dinah Manoff
33,Barry Pearl
33,Michael Tucci
34,Al Pacino
34,Robert De Niro
34,Diane Keaton
34,Robert Duvall
34,James Caan
34,John Cazale
34,Lee Strasberg
34,Talia Shire
34,Marianna Hill
34,Danny Aiello
34,Harry Dean Stanton
34,Troy Donahue
34,Roger Corman
34,Morgana King
35,Animada
36,Robert Downey Jr.
36,Terrence Howard
36,Gwyneth Paltrow
36,Jeff Bridges
36,Stan Lee
36,Leslie Bibb
36,Clark Gregg
36,Shaun Toub
36,Faran Tahir
36,Samuel L. Jackson
